gene_id	gene_name	brain_A802070	brain_B702085	brain_C210018	breast_BRN117	breast_BRN491	breast_BRN574	breast_BRN58	inof_1	liver_B603125	liver_B765065	liver_B802097	MCF7_1	MCF7_2	ovary_OVN218	ovary_OVN377	ovary_OVN85	PC3_1	PC3_2	prostate_NPR026	prostate_NPR029	prostate_NPR036	skeletalMuscle_1	skeletalMuscle_2	skeletalMuscle_3	SKOV3_Frg1	SKOV3_Frg2	testis_B606080	testis_B703033	testis_B703034	TOV112D_1	TOV112D_2	brainLam_3n	humanRef_3n
ENSG00000199266	SNORA60	136.572981716979	103.658903366728	179.43245297192797	279.892416053838	138.74350145260001	180.93584294349384	330.5428519280352	15.9511664803331	248.25152337938	265.771538987503	201.963718124374	38.1947025032435	33.4926669514392	236.95976006909902	249.099083661548	215.873765497558	48.046079507955106	39.1025767367152	258.766607910113	157.564359212927	172.80414167764198	191.39312050665265	262.4196881915005	96.38788846988848	30.8292130308611	28.408173381873002	363.37425030099	238.58844820915843	316.791389736167	16.1103645991861	16.6392524875506	208.45947521070664	75.14913945820327
ENSG00000199293	SNORA21	342.55949910489	330.99529740417097	446.643446752512	2526.2932111860396	601.7811227478401	951.4008671268684	2056.945370323152	325.46743002157797	674.891865774049	687.887251078527	500.178333179618	1201.47580063303	1235.37689022502	827.206695040045	581.545707972749	999.175855322386	886.276548340289	900.721335563306	967.337809535464	488.19080906238196	760.8235748621339	1292.999270225125	1563.5920252677176	670.7911261486838	1869.0372402942899	1704.3893870468	2306.8022884751103	1315.6728498089446	1938.27446030962	585.870016597259	597.809371499827	459.65792541068004	2581.5862943123134
ENSG00000199311	SNORD115-34	277.1299842849	360.71750169940697	651.95491747776	1.9741683415013	3.43518806331996	0.21070462924935807	9.155020679580856	0.0	22.0462660046396	23.493591585948895	25.4644513314944	0.0	0.0	1.30062920383449	6.20974515488017	1.67555492308475	0.554497286087952	0.0	36.046487673605	44.3851430429159	21.492401934180304	79.03185074967698	113.76530877731464	27.965555480128355	0.179707294558287	0.3367240997412311	7.01466544915517	5.9620390261773775	7.52092896020731	0.0	0.146004517591933	1088.6528397535901	5.0292843398833496
ENSG00000199363	SNORA63	95.12290067243009	90.2997329917927	161.159780413689	114.82636028728201	44.5043585515924	60.309615754126256	68.02698241349795	7.8383896823102495	37.701673130523794	37.9577185780697	34.6522399404566	55.2597193915108	44.5534515992715	26.8380113256038	26.4122929876094	35.125507390681896	64.5163927945455	51.252529697277794	111.899795721795	137.075434996176	97.9173723034984	95.1505069952336	193.15637258519772	88.00592360479997	8.76129454474125	8.91508754032459	199.146323648714	178.92143270238196	206.384623377553	7.848472146279839	7.083671574983	195.14683939196732	48.76690919993974
ENSG00000199436	SNORD9	32.4790610543164	51.5334406892714	50.2192249421387	128.012303992201	48.6223355184986	49.947979182268256	140.67558067777344	20.648352726204397	60.011333324108705	66.3062037256246	58.4514661233741	53.6810169515155	68.6609174295743	201.787926237517	138.567667420917	139.617597479955	62.8279709333673	67.0164547319406	154.763908901903	104.01028540059299	142.81153891014	149.24045908907559	153.42904825591273	48.99167448369874	38.282908340171204	40.4792581131904	67.14905919203841	54.07816174335171	63.3888523691125	45.593963310751704	39.3056833578188	105.76235376999811	72.05286518069165
ENSG00000199453	SNORD115-12	17.1544543934986	18.897851113515	5.806590138665429	0.11627307274506402	0.045393548327092005	0.036953644127610735	0.0	0.0	1.12086244395261	0.019229733348723	0.47610908102907895	0.0	0.0	0.273645948811546	0.0	0.16601445756139302	0.055449728608795	0.008404710357072	0.0	0.6634167905903671	0.0	0.7091760837360109	3.8585389306838977	0.0	0.059902431519429006	0.084181024935308	0.0	3.8418696748263437	2.5883118141507597	0.03844501691023001	0.0	42.268065074629504	0.020049585720520995
ENSG00000199477	SNORA31	13.171543925288999	19.542956942839698	15.5766570520732	699.831846030069	438.146973764408	287.200182529116	435.40337295414145	251.34803834890099	142.054616509558	88.1678215393335	113.57594626478901	656.574146061606	701.311612428334	251.067620285848	234.560939675331	286.322907137225	417.18054653827403	405.42879945327905	784.563694621017	320.22142148302504	465.13576897303597	157.73939026652303	127.26241300319212	45.87394523118285	349.111370895232	314.24192017899503	89.1839107682622	79.14034876684165	60.712691168446796	124.376595134917	112.821350411133	72.44340599464736	562.4134196041723
ENSG00000199552	SNORA63	0.496476618243846	0.0	0.17767002502733104	0.08627690013387701	0.042106791656513	0.2026773683840439	0.4209888845403377	2.8096206611379904	0.26757614685193	0.6064592088805361	0.24562656446343303	1.5342396576538997	0.3647377518139339	0.1097567453865	0.31298123471169503	0.052444292893644	0.685805036220534	0.623642935525803	0.60711193217626	0.9626375447881421	0.503213879246966	0.10210317593061016	0.4532349924053886	0.04379244480490824	24.143515645299697	3.2830599724770098	0.0	0.3268963891247814	0.6284970286769829	0.145133964251338	0.09372796994888499	0.0	0.0
ENSG00000199574	SNORD18C	3.7799615582913	1.9040461553480101	2.37680206862075	4.26381535322049	31.306547543393396	12.911154330641935	58.38480026687874	92.82931997338001	23.4169605939936	30.0218681231414	22.231959326804	187.08680244090002	182.744113175841	18.851363625952803	26.0602651585283	13.841621768999698	91.2427221253368	99.0789221724	13.168843147375199	5.02148169170831	22.810814819655498	13.472782157873175	9.077524266267355	8.656131044995007	32.8742423738572	35.0528297900977	24.0335477840248	13.543133170125842	24.736843156722802	37.651109571216296	38.1399423997131	2.6594630618698	89.7646461883594
ENSG00000199575	SNORD114-1	172.411604235977	96.69125893037409	142.805811054559	217.60764208583802	119.467066777192	50.15164670513101	139.03639794105715	22.0957009079523	15.936371202628601	20.1740596848966	12.2793477667703	0.0	0.0	311.81270051538297	510.716177919695	364.14845722936303	0.5909773706990009	0.30135838209659804	84.888475208488	93.55598391732521	164.619220640442	33.28625353408437	63.17443945427313	68.32394954833025	0.0	0.0	336.399764702234	127.21543490402149	212.67490255136698	3.71849618544018	3.11815375155419	208.55939599280634	4.465514975458246
